779, 657954749, 1, 4096, 0
897, 674498251, 1, 4096, 0
922, 664549095, 1, 4096, 0
953, 676676455, 1, 4096, 0
991, 683921285, 1, 4096, 0
1022, 695574467, 1, 4096, 0
1034, 691911097, 1, 4096, 0
1053, 703309359, 1, 4096, 0
1066, 703267405, 1, 4096, 0
1085, 698141243, 1, 4096, 0
1094, 686511836, 1, 4096, 0
1113, 686963639, 1, 4096, 0
1126, 687245629, 1, 4096, 0
1142, 695074816, 1, 4096, 0
1157, 699322345, 1, 4096, 0
1169, 695085705, 1, 4096, 0
1182, 696365996, 1, 4096, 0
1201, 703268903, 1, 4096, 0
1213, 706189690, 1, 4096, 0
1229, 710254220, 1, 4096, 0
1245, 718231445, 1, 4096, 0
1269, 726885425, 1, 4096, 0
1286, 727900508, 1, 4096, 0
1294, 716123963, 1, 4096, 0
1318, 719527119, 1, 4096, 0
1334, 720110278, 1, 4096, 0
1353, 726828387, 1, 4096, 0
1366, 720202676, 1, 4096, 0
1381, 702734491, 1, 4096, 0
1393, 683682549, 1, 4096, 0
1406, 680035360, 1, 4096, 0
1425, 686531714, 1, 4096, 0
1437, 558712216, 1, 4096, 0
1449, 539701627, 1, 4096, 0
1462, 525048545, 1, 4096, 0
1482, 527477574, 1, 4096, 0
1497, 486377984, 1, 4096, 0
1509, 486748177, 1, 4096, 0
1522, 487897912, 1, 4096, 0
1549, 495366496, 1, 4096, 0
1573, 499426230, 1, 4096, 0
1593, 506985215, 1, 4096, 0
1605, 510836379, 1, 4096, 0
1618, 504270601, 1, 4096, 0
1638, 505042852, 1, 4096, 0
1652, 509601338, 1, 4096, 0
1665, 507112076, 1, 4096, 0
1678, 507927179, 1, 4096, 0
1693, 504225751, 1, 4096, 0
1714, 512026171, 1, 4096, 0
1728, 514604934, 1, 4096, 0
1741, 510597342, 1, 4096, 0
1753, 507575766, 1, 4096, 0
1773, 503907401, 1, 4096, 0
1793, 506301268, 1, 4096, 0
1805, 499868144, 1, 4096, 0
1818, 499669163, 1, 4096, 0
1852, 511429527, 1, 4096, 0
1865, 511734392, 1, 4096, 0
1881, 508315053, 1, 4096, 0
1900, 519309958, 1, 4096, 0
1912, 518640295, 1, 4096, 0
1924, 511596843, 1, 4096, 0
1938, 511901108, 1, 4096, 0
1956, 519005593, 1, 4096, 0
1965, 515185495, 1, 4096, 0
1978, 508868743, 1, 4096, 0
1997, 508426331, 1, 4096, 0
2029, 531421236, 1, 4096, 0
2040, 530756667, 1, 4096, 0
2048, 518774947, 1, 4096, 0
2061, 511273898, 1, 4096, 0
2081, 507633203, 1, 4096, 0
2100, 506454299, 1, 4096, 0
2109, 503055439, 1, 4096, 0
2144, 519721506, 1, 4096, 0
2156, 511533113, 1, 4096, 0
2168, 515604834, 1, 4096, 0
2181, 516057336, 1, 4096, 0
2201, 516872540, 1, 4096, 0
2217, 523054040, 1, 4096, 0
2232, 511283588, 1, 4096, 0
2244, 515212266, 1, 4096, 0
2260, 519091598, 1, 4096, 0
2273, 519369093, 1, 4096, 0
2288, 513854160, 1, 4096, 0
2301, 507744980, 1, 4096, 0
2317, 511525721, 1, 4096, 0
2335, 502689940, 1, 4096, 0
2345, 491797822, 1, 4096, 0
2360, 487523624, 1, 4096, 0
2372, 484076515, 1, 4096, 0
2384, 482558385, 1, 4096, 0
2404, 490720807, 1, 4096, 0
2424, 498853361, 1, 4096, 0
2444, 499474578, 1, 4096, 0
2457, 500213265, 1, 4096, 0
